"CODICE_VIA";"NUMEROCOMPLETO";"STATOCIVICO";"GAUSSB_X";"GAUSSB_Y";"WGS84_X";"WGS84_Y";"WEBMERCATOR_X";"WEBMERCATOR_Y";"LAT_WGS84";"LONG_WGS84";"DATA_MODFINE";"IDMASTER";"LIVELLO"
1541;"";8;1512421,0206;5041254,999;512420,4421;5041160,3934;1019580,2488;5704374,1707;45,523899999999998;9,159000000000001;0;183924;0
1542;"";8;1512409,7771;5041381,9517;512409,1991;5041287,3419;1019564,5805;5704555,7622;45,524999999999999;9,158899999999999;0;183925;0
1543;"";8;1512934,8863;5041258,7028;512934,2838;5041164,097;1020312,7169;5704377,9818;45,523899999999998;9,1656;0;183926;0
1544;"";8;1513113,6034;5040546,4976;513112,9926;5040451,915;1020565,3355;5703358,9678;45,517499999999998;9,1679;0;183927;0
1545;"";8;1513086,9357;5040475,9972;513086,3262;5040381,4169;1020527,1185;5703258,2352;45,516800000000003;9,1676;0;183928;0
1546;"";8;1513241,7045;5040506,0071;513241,0877;5040411,4258;1020747,7865;5703300,6833;45,517099999999999;9,169499999999999;0;183929;0
1547;"";8;1513283,8273;5040400,0106;513283,2086;5040305,4328;1020807,5008;5703148,9874;45,516199999999998;9,1701;0;183930;0
1548;"";8;1513350,2163;5040349,6532;513349,5945;5040255,077;1020901,9651;5703076,7787;45,515700000000002;9,1709;0;183931;0
1549;"";8;1513407,26;5040186,9985;513406,6356;5040092,4276;1020982,7672;5702844,0252;45,514200000000002;9,1716;0;183932;0
1550;"";8;1513574,7201;5040378,3427;513574,0878;5040283,7656;1021222,0118;5703117,1135;45,515999999999998;9,1738;0;183933;0
1551;"";8;1513553,3735;5040479,5825;513552,7422;5040385,0021;1021191,9007;5703261,9457;45,5169;9,173500000000001;0;183934;0
1552;"";8;1513493,3994;5040591,6931;513492,7709;5040497,109;1021106,7688;5703422,444;45,517899999999997;9,172800000000001;0;183935;0
1553;"";8;1513410,1209;5040771,9288;513409,4963;5040677,3389;1020988,6266;5703680,4349;45,519500000000001;9,1717;0;183936;0
1554;"";8;1513574,8824;5040736,056;513574,2501;5040641,4672;1021223,3465;5703628,6296;45,519199999999998;9,1738;0;183937;0
1555;"";8;1513358,3229;5040729,4826;513357,7007;5040634,894;1020914,6713;5703619,8945;45,519100000000002;9,170999999999999;0;183938;0
1556;"";8;1513314,455;5040791,9116;513313,8349;5040697,321;1020852,3368;5703709,302;45,5197;9,170500000000001;0;183939;0
1557;"";8;1513472,0587;5040965,9941;513471,4312;5040871,3978;1021077,4992;5703957,7649;45,5212;9,172499999999999;0;183940;0
1558;"";8;1513331,0859;5040642,4048;513330,465;5040547,8191;1020875,5876;5703495,4569;45,518300000000004;9,1707;0;183941;0
1559;"";8;1513120,7244;5040691,2339;513120,1133;5040596,6466;1020575,9161;5703565,9162;45,518799999999999;9,167999999999999;0;183942;0
1560;"";8;1513188,0951;5040652,9003;513187,4808;5040558,3142;1020671,8218;5703510,8975;45,5184;9,168900000000001;0;183943;0
1561;"";8;1513292,0669;5040614,2341;513291,4478;5040519,6493;1020819,8908;5703455,2918;45,518099999999997;9,1702;0;183944;0
1562;"";8;1513241,5519;5040707,0453;513240,9352;5040612,4575;1020748,1741;5703588,1634;45,518900000000002;9,169499999999999;0;183945;0
1563;"";8;1513201,2057;5040903,4717;513200,5908;5040808,8775;1020691,2594;5703869,1786;45,520699999999998;9,169000000000001;0;183946;0
1564;"";8;1513306,483;5041006,915;513305,8632;5040912,3174;1020841,6246;5704016,7898;45,521599999999999;9,170400000000001;0;183947;0
1565;"";8;1513210,3686;5041041,5622;513209,7533;5040946,9635;1020704,7339;5704066,6283;45,521900000000002;9,1691;0;183948;0
1566;"";8;1513281,0463;5041129,8941;513280,4277;5041035,2925;1020805,7401;5704192,7368;45,5227;9,1701;0;183949;0
1567;"";8;1513572,9282;5041042,033;513572,296;5040947,4343;1021221,5051;5704066,1945;45,521900000000002;9,1738;0;183950;0
1568;"";8;1512918,98;5041715,9521;512918,3782;5041621,3314;1020291,3871;5705031,975;45,527999999999999;9,1654;0;183951;0
1569;"";8;1513286,5979;5041169,4867;513285,979;5041074,8838;1020813,7726;5704249,3412;45,523099999999999;9,1701;0;183952;0
1570;"";8;1513197,8979;5040175,0763;513197,2832;5040080,5058;1020684,3604;5702827,6127;45,514099999999999;9,169000000000001;0;183953;0
1571;"";8;1513544,1359;5040898,9453;513543,5051;5040804,3512;1021180,026;5703861,6599;45,520600000000002;9,173400000000001;0;183954;0
1572;"";8;1513427,656;5040879,3395;513427,0306;5040784,7461;1021013,9468;5703833,9811;45,520499999999998;9,171900000000001;0;183955;0
1573;"";8;1512604,7087;5042300,2301;512604,1216;5042205,5904;1019845,0707;5705868,5786;45,533299999999997;9,1614;0;183956;0
1574;"";8;1513604,4797;5040911,5169;513603,846;5040816,9224;1021266,073;5703879,4511;45,520800000000001;9,174200000000001;0;183957;0
1575;"";8;1513534,9305;5041149,2947;513534,3001;5041054,6925;1021167,6755;5704219,7053;45,5229;9,173299999999999;0;183958;0
1576;"";8;1513645,7859;5041222,7292;513645,1503;5041128,1246;1021325,9123;5704324,3807;45,523600000000002;9,1747;0;183959;0
1577;"";8;1513641,0866;5041335,8581;513640,4512;5041241,2498;1021319,5648;5704486,1839;45,5246;9,1747;0;183960;0
1578;"";8;1513518,9956;5040658,6176;513518,3659;5040564,0313;1021143,4549;5703518,0657;45,518500000000003;9,1731;0;186150;0
1579;"";8;1513644,9478;5040692,563;513644,3123;5040597,9756;1021323,0737;5703566,2173;45,518799999999999;9,1747;0;183961;0
1580;"";8;1513706,7653;5040696,33;513706,1269;5040601,7425;1021411,1912;5703571,4113;45,518799999999999;9,1755;0;183962;0
1581;"";8;1513869,2904;5040378,7057;513868,6444;5040284,1285;1021641,8305;5703116,711;45,515999999999998;9,1776;0;183963;0
1582;"";8;1513556,2792;5040220,0078;513555,6478;5040125,4358;1021195,2425;5702890,7666;45,514499999999998;9,1736;0;185066;0
1583;"";8;1514238,2002;5040498,1572;514237,537;5040403,5761;1022167,9818;5703286,337;45,517000000000003;9,1823;0;183964;0
1584;"";8;1514483,2299;5040693,021;514482,5553;5040598,4336;1022517,8425;5703564,1843;45,518799999999999;9,1854;0;186151;0
1585;"";8;1514563,9492;5040716,7568;514563,2709;5040622,1686;1022632,9668;5703597,8591;45,518999999999998;9,186500000000001;0;186152;0
1586;"";8;1514511,8273;5040548,9779;514511,1514;5040454,3952;1022558,1262;5703358,1116;45,517499999999998;9,1858;0;183965;0
1587;"";8;1514841,259;5040425,4248;514840,5678;5040330,8461;1023027,2234;5703180,3352;45,516399999999997;9,19;0;183966;0
1588;"";8;1514877,5064;5040249,1854;514876,8135;5040154,6124;1023078,2872;5702928,2057;45,514800000000001;9,1905;0;183967;0
1589;"";8;1515077,4901;5040314,6752;515076,7879;5040220,1001;1023363,5193;5703021,1668;45,5154;9,193;0;183968;0
1590;"";8;1515023,5223;5040333,9775;515022,8226;5040239,4018;1023286,6719;5703048,9525;45,515500000000003;9,1923;0;186153;0
1591;"";8;1515016,6803;5041007,6526;515015,9809;5040913,0549;1023279,2196;5704012,3221;45,521599999999999;9,1923;0;183969;0
1592;"";8;1514857,241;5039730,319;514856,549;5039635,7629;1023047,6547;5702186,3824;45,510100000000001;9,190200000000001;0;185067;0
1593;"";8;1515163,4528;5040333,9905;515162,7465;5040239,4148;1023486,0971;5703048,4895;45,515500000000003;9,194100000000001;0;183970;0
1594;"";8;1515141,5333;5040504,2773;515140,8281;5040409,696;1023455,444;5703292,0633;45,517099999999999;9,193899999999999;0;183971;0
1595;"";8;1515145,7787;5040560,6682;515145,0732;5040466,085;1023461,6886;5703372,6851;45,517600000000002;9,193899999999999;0;183972;0
1596;"";8;1515229,7463;5040519,7552;515229,037;5040425,1734;1023581,2198;5703313,8906;45,517200000000003;9,195;0;182997;0
1597;"";8;1515762,1386;5040519,014;515761,4045;5040424,4322;1024339,9909;5703310,9499;45,517200000000003;9,2018;0;182998;0
1598;"";8;1515368,0994;5040749,1735;515367,3836;5040654,5842;1023779,2039;5703641,471;45,519300000000001;9,1968;0;182999;0
1599;"";8;1515090,6494;5040680,0341;515089,9465;5040585,4471;1023383,5262;5703543,5654;45,518599999999999;9,193199999999999;0;183000;0
1600;"";8;1515115,1252;5040695,7991;515114,4212;5040601,2116;1023418,4646;5703566,0249;45,518799999999999;9,1935;0;185970;0
1601;"";8;1515180,1436;5040594,4657;515179,4366;5040499,8815;1023510,783;5703420,8956;45,517899999999997;9,1944;0;183001;0
1602;"";8;1515071,5491;5040521,0051;515070,8471;5040426,4233;1023355,7588;5703316,2243;45,517200000000003;9,193;0;183002;0
1603;"";8;1514579,4382;5040779,9211;514578,7591;5040685,3309;1022655,2519;5703688,1329;45,519500000000001;9,1867;0;183003;0
1604;"";8;1514957,6413;5040829,7022;514956,9446;5040735,1103;1023194,4648;5703758,0472;45,520000000000003;9,1915;0;185971;0
1605;"";8;1514982,8542;5040567,1785;514982,1564;5040472,5952;1023229,5067;5703382,5542;45,517600000000002;9,191800000000001;0;183004;0
1606;"";8;1514864,6874;5041037,5943;514863,995;5040942,9957;1023062,6811;5704055,6586;45,521900000000002;9,190300000000001;0;183005;0
1607;"";8;1513714,7032;5041346,9091;513714,0644;5041252,3004;1021424,5326;5704501,7588;45,524700000000003;9,175599999999999;0;185972;0
1608;"";8;1514945,9836;5041167,4705;514945,2875;5041072,8676;1023178,9966;5704241,1161;45,523000000000003;9,1914;0;185973;0
1609;"";8;1514868,3104;5041252,2961;514867,6179;5041157,6905;1023068,5707;5704362,69;45,523800000000001;9,1904;0;183006;0
1610;"";8;1515395,8642;5040975,3843;515395,1471;5040880,7877;1023819,5677;5703964,8618;45,521299999999997;9,197100000000001;0;183007;0
1611;"";8;1515477,1522;5040174,0681;515476,4313;5040079,4975;1023932,6109;5702818,7223;45,514099999999999;9,1981;0;183008;0
1612;"";8;1515893,2575;5040985,5901;515892,5172;5040890,9931;1024528,5485;5703977,6822;45,5214;9,2035;0;183009;0
1613;"";8;1515907,9842;5041002,998;515907,2432;5040908,4004;1024549,6017;5704002,5231;45,521500000000003;9,2037;0;186373;0
1614;"";8;1515936,3354;5041124,7419;515935,5931;5041030,1404;1024590,4523;5704176,523;45,522599999999997;9,2041;0;183010;0
1615;"";8;1516002,3175;5041041,4275;516001,5722;5040946,8287;1024684,1971;5704057,1366;45,521900000000002;9,2049;0;183011;0
1616;"";8;1516183,2126;5041183,9514;516182,4588;5041089,3479;1024942,557;5704260,294;45,523200000000003;9,2072;0;185974;0
1617;"";8;1515974,2493;5041179,5183;515973,5053;5041084,915;1024644,6919;5704254,7204;45,523099999999999;9,2045;0;185975;0
1618;"";8;1516095,3124;5040717,1123;516094,5627;5040622,524;1024815,5594;5703593,0152;45,518999999999998;9,206099999999999;0;183012;0
1619;"";8;1516089,142;5040443,0755;516088,3926;5040348,4962;1024805,7632;5703201,1752;45,516500000000001;9,206;0;183013;0
1620;"";8;1516013,2277;5040322,5915;516012,4819;5040228,0161;1024697,1321;5703029,1705;45,5154;9,205;0;183014;0
1621;"";8;1516086,6297;5041345,2333;516085,8804;5041250,6246;1024805,4808;5704491,3017;45,5246;9,206;0;183015;0
1622;"";8;1516152,4814;5040192,7332;516151,7291;5040098,162;1024895,1157;5702842,9767;45,514200000000002;9,206799999999999;0;183016;0
1623;"";8;1516083,46;5040294,1351;516082,7109;5040199,5606;1024797,121;5702988,2236;45,515099999999997;9,2059;0;185976;0
1624;"";8;1516235,9555;5040438,8622;516235,1993;5040344,283;1025014,9858;5703194,6094;45,516399999999997;9,2079;0;185977;0
1625;"";8;1516177,6142;5040409,7754;516176,8607;5040315,1971;1024931,7311;5703153,2329;45,516199999999998;9,207100000000001;0;183017;0
1626;"";8;1516322,5293;5040622,8583;516321,7691;5040528,2731;1025139,0529;5703457,3938;45,518099999999997;9,209;0;183018;0
1627;"";8;1516521,8766;5041050,4901;516521,1071;5040955,891;1025424,7757;5704068,1701;45,521900000000002;9,211499999999999;0;183019;0
1628;"";8;1516716,0497;5040366,3271;516715,2711;5040271,7502;1025698,9383;5703089,0866;45,515799999999999;9,214;0;183020;0
1629;"";8;1516705,6867;5040053,7048;516704,9087;5039959,1381;1025682,9828;5702642,114;45,512999999999998;9,213900000000001;0;183021;0
1630;"";8;1517063,4473;5040756,763;517062,6525;5040662,1734;1026195,5556;5703646,0561;45,519300000000001;9,218500000000001;0;185978;0
1631;"";8;1516526,3154;5040544,1907;516525,5457;5040449,6081;1025429,201;5703344,139;45,517400000000002;9,211600000000001;0;186374;0
1632;"";8;1512479,5572;5041798,0137;512478,9759;5041703,3904;1019665,2265;5705150,6154;45,528799999999997;9,159800000000001;0;183022;0
1633;"";8;1512470,4999;5041867,0175;512469,919;5041772,3919;1019652,5108;5705249,3341;45,529400000000003;9,159700000000001;0;183023;0
1634;"";8;1512615,9242;5042119,6556;512615,3366;5042025,0218;1019860,5418;5705610,2636;45,531599999999997;9,1616;0;183024;0
1635;"";8;1513184,5159;5041802,8001;513183,9018;5041708,1766;1020670,1666;5705155,3976;45,528799999999997;9,168799999999999;0;183025;0
1636;"";8;1513363,612;5041799,6953;513362,9895;5041705,0719;1020925,4604;5705150,4147;45,528799999999997;9,171099999999999;0;183026;0
1637;"";8;1513261,1316;5041902,3001;513260,5139;5041807,6734;1020779,683;5705297,4771;45,529699999999998;9,1698;0;183027;0
1638;"";8;1513297,411;5041912,1214;513296,7916;5041817,4943;1020831,4302;5705311,4142;45,529800000000002;9,170299999999999;0;185979;0
1639;"";8;1512951,0739;5041438,54;512950,4707;5041343,9284;1020336,32;5704635,127;45,525500000000001;9,165800000000001;0;185980;0
1640;"";8;1513390,671;5041734,8832;513390,0473;5041640,2619;1020963,8361;5705057,6354;45,528199999999998;9,1715;0;183028;0
1641;"";8;1513590,3897;5041369,0767;513589,7567;5041274,4673;1021247,4039;5704533,8487;45,524900000000002;9,174;0;183029;0
1642;"";8;1513643,8887;5040304,5564;513643,2532;5040209,9817;1021320,3612;5703011,3908;45,515300000000003;9,1747;0;183030;0
1643;"";8;1514133,7148;5039366,433;514133,0565;5039271,8888;1022015,4345;5701668,5125;45,506799999999998;9,180899999999999;0;183031;0
1644;"";8;1516108,9082;5040648,6035;516108,1579;5040554,0175;1024834,6862;5703494,9987;45,518300000000004;9,206200000000001;0;183032;0
1645;"";8;1516093,2202;5040569,4377;516092,4706;5040474,8543;1024812,0375;5703381,8515;45,517600000000002;9,206;0;185981;0
1646;"";8;1512414,5915;5041525,8021;512414,0132;5041431,1876;1019571,8489;5704761,4788;45,526299999999999;9,159000000000001;0;183033;0
1647;"";8;1512692,4431;5041547,8324;512691,8519;5041453,2172;1019967,9757;5704792,1907;45,526499999999999;9,1625;0;183034;0
1648;"";8;1512577,4409;5041304,0524;512576,8551;5041209,4452;1019803,3485;5704443,8775;45,524299999999997;9,161;0;183035;0
1649;"";8;1512736,0903;5041263,7794;512735,4971;5041169,1735;1020029,3704;5704385,824;45,523899999999998;9,1631;0;185982;0
1650;"";8;1513497,1298;5041855,587;513496,5011;5041760,9618;1021115,9629;5705229,9448;45,529299999999999;9,172800000000001;0;183036;0
1651;"";8;1513830,4051;5041752,1947;513829,7609;5041657,5728;1021590,729;5705081,0297;45,528300000000002;9,177099999999999;0;186539;0
1652;"";8;1513536,4824;5041769,2691;513535,8519;5041674,6467;1021171,7953;5705106,3675;45,528500000000001;9,173299999999999;0;183037;0
1653;"";8;1513608,4036;5041766,2898;513607,7697;5041671,6675;1021274,3098;5705101,8838;45,528399999999998;9,174300000000001;0;185983;0
1654;"";8;1513613,3141;5041718,5901;513612,68;5041623,9693;1021281,1622;5705033,6469;45,527999999999999;9,174300000000001;0;183038;0
1655;"";8;1513578,7656;5041599,7983;513578,1331;5041505,1814;1021231,5468;5704863,8566;45,526899999999998;9,1739;0;183039;0
1656;"";8;1513637,5238;5041498,2633;513636,8886;5041403,6497;1021314,9898;5704718,4601;45,526000000000003;9,1746;0;183040;0
1657;"";8;1512752,7109;5041376,654;512752,1169;5041282,0444;1020053,3884;5704547,2018;45,524999999999999;9,1633;0;185984;0
1658;"";8;1513737,4813;5041569,0522;513736,8414;5041474,4363;1021457,6943;5704819,3892;45,526699999999998;9,1759;0;183041;0
1659;"";8;1513713,2871;5041533,6229;513712,6484;5041439,0081;1021423,0962;5704768,7943;45,526400000000002;9,175599999999999;0;183042;0
1660;"";8;1513807,2147;5041661,0201;513806,5716;5041566,4012;1021557,385;5704950,7028;45,527500000000003;9,1768;0;185068;0
1661;"";8;1513794,0528;5041502,2088;513793,4103;5041407,5951;1021538,125;5704723,6132;45,5261;9,176600000000001;0;183043;0
1662;"";8;1513863,1578;5041506,7091;513862,5121;5041412,0952;1021636,6443;5704729,8314;45,5261;9,1775;0;185985;0
1663;"";8;1513950,3336;5041451,1353;513949,6838;5041356,5232;1021760,7321;5704650,0748;45,525599999999997;9,178599999999999;0;183044;0
1664;"";8;1514964,0152;5039320,869;514963,3183;5039226,3262;1023198,4204;5701600,6178;45,506399999999999;9,1915;0;183045;0
1665;"";8;1515152,1861;5039322,5894;515151,4804;5039228,0466;1023466,5592;5701602,4319;45,506399999999999;9,194000000000001;0;183046;0
1666;"";8;1515287,8362;5039245,8511;515287,1242;5039151,3108;1023659,5866;5701492,2509;45,505699999999997;9,1957;0;183047;0
1667;"";8;1516484,403;5041298,6214;516483,6352;5041204,0142;1025372,2929;5704423,1632;45,5242;9,2111;0;183048;0
1668;"";8;1513617,7031;5041757,0987;513617,0688;5041662,4767;1021287,5379;5705088,7095;45,528399999999998;9,1744;0;185069;0
1669;"";8;1513415,0854;5038691,6864;513414,4606;5038597,1641;1020989,3638;5700706,1384;45,500799999999998;9,1717;0;185986;0
1670;"";8;1512875,2043;5042455,9254;512874,6046;5042361,2806;1020231,1517;5706090,4951;45,534700000000001;9,164899999999999;0;185987;0
1671;"";8;1515335,2644;5039183,6268;515334,5502;5039089,0885;1023726,9517;5701403,126;45,505200000000002;9,196300000000001;0;183049;0
1672;"";8;1515199,3615;5039089,1625;515198,6536;5038994,6273;1023532,9759;5701268,549;45,504300000000001;9,194599999999999;0;183050;0
1673;"";8;1516339,9973;5041213,2503;516339,2362;5041118,6459;1025166,1412;5704301,6131;45,523400000000002;9,209199999999999;0;183051;0
1674;"";8;1512355,1504;5040239,5322;512354,575;5040144,9596;1019483,5072;5702922,2315;45,514699999999998;9,158200000000001;0;183052;0
1675;"";8;1512389,1793;5040466,8819;512388,6023;5040372,3019;1019532,6436;5703247,227;45,516800000000003;9,1586;0;183053;0
1676;"";8;1512345,532;5040340,7917;512344,957;5040246,2158;1019470,0834;5703067,0499;45,515599999999999;9,158099999999999;0;185988;0
1677;"";8;1513040,555;5041423,5753;513039,9476;5041328,9642;1020463,8245;5704613,4599;45,525399999999998;9,167;0;183054;0
1678;"";8;1513210,9555;5041364,9194;513210,3402;5041270,3102;1020706,5415;5704529,0629;45,524799999999999;9,1692;0;183055;0
1679;"";8;1513740,6072;5041807,2701;513739,9672;5041712,6464;1021462,8944;5705160,083;45,528799999999997;9,176;0;183056;0
1680;"";8;1513420,3276;5041691,8574;513419,7025;5041597,2375;1021005,9801;5704996,0082;45,527799999999999;9,171900000000001;0;185989;0
1681;"";8;1513511,3715;5041562,0206;513510,7422;5041467,4049;1021135,363;5704810,0352;45,526600000000002;9,173;0;183057;0
1682;"";8;1513282,0115;5041481,3882;513281,3928;5041386,7752;1020808,177;5704695,4172;45,5259;9,1701;0;183058;0
1683;"";8;1513384,8039;5041530,653;513384,1805;5041436,0384;1020954,8511;5704765,562;45,526299999999999;9,1714;0;183059;0
1684;"";8;1513512,6778;5041456,2734;513512,0484;5041361,6612;1021136,9002;5704658,7939;45,525700000000001;9,173;0;183060;0
1685;"";8;1513379,9152;5041269,3687;513379,292;5041174,7626;1020947,0878;5704391,9001;45,524000000000001;9,171300000000001;0;185990;0
1686;"";8;1513350,7279;5041462,743;513350,106;5041368,1306;1020906,0713;5704668,5426;45,525700000000001;9,170999999999999;0;185991;0
1687;"";8;1513209,2103;5041623,0271;513208,595;5041528,4095;1020704,8288;5704898,2075;45,527200000000001;9,1691;0;183061;0
1688;"";8;1513192,5473;5041510,8658;513191,9328;5041416,2518;1020680,7398;5704737,8454;45,526200000000003;9,168900000000001;0;183062;0
1689;"0";8;1513202,6768;5041341,6103;513202,0618;5041247,0018;1020694,6708;5704495,7524;45,5246324509474;9,16905623198983;0;185070;0
1690;"";8;1516302,4108;5040202,3271;516301,6515;5040107,7556;1025108,8215;5702856,1403;45,514299999999999;9,2087;0;183063;0
1691;"";8;1515962,3579;5039620,8258;515961,6145;5039526,2732;1024622,0894;5702025,9526;45,509099999999997;9,2043;0;183064;0
1692;"";8;1514292,8944;5037599,8892;514292,2288;5037505,4024;1022236,5269;5699142,736;45,490900000000003;9,1829;0;185992;0
1693;"";8;1515459,7764;5039528,7715;515459,0564;5039434,2219;1023905,5821;5701896,1384;45,508299999999998;9,197900000000001;0;183065;0
1694;"";8;1514721,3607;5040403,4661;514720,675;5040308,8881;1022856,2713;5703149,3398;45,516199999999998;9,188499999999999;0;185071;0
1695;"";8;1516548,9456;5038914,1736;516548,1749;5038819,644;1025455,3271;5701013,5031;45,502699999999997;9,2118;0;183066;0
1696;"";8;1515605,2375;5041446,3618;515604,5106;5041351,7498;1024119,6619;5704637,6703;45,525500000000001;9,1998;0;185072;0
1697;"";8;1514115,0023;5041780,1779;514114,3449;5041685,5551;1021996,5116;5705120,1451;45,528599999999997;9,1808;0;185993;0
1698;"";8;1516041,4816;5041084,1595;516040,7344;5040989,5593;1024740,1747;5704118,1034;45,522300000000001;9,205399999999999;0;183067;0
1699;"";8;1516123,4032;5040964,2053;516122,6522;5040869,609;1024856,5015;5703946,2607;45,5212;9,2064;0;183068;0
1700;"";8;1516191,2172;5041098,2681;516190,4631;5041003,6674;1024953,6512;5704137,7295;45,522399999999998;9,2073;0;183069;0
1701;"";8;1516260,3458;5041277,4311;516259,5884;5041182,8246;1025052,8454;5704393,695;45,524000000000001;9,2082;0;183070;0
1702;"";8;1516416,7986;5041407,8125;516416,0339;5041313,2018;1025276,3376;5704579,5753;45,525199999999998;9,2102;0;185994;0
1703;"";8;1514543,5896;5036622,7827;514542,9123;5036528,3277;1022590,432;5697745,4504;45,482100000000003;9,1861;0;185995;0
1704;"";8;1514526,9625;5036862,2584;514526,286;5036767,7956;1022567,5386;5698087,7397;45,484299999999998;9,1859;0;183071;0
1705;"";8;1514668,8523;5036857,244;514668,1692;5036762,7813;1022769,6279;5698080,102;45,484200000000001;9,1877;0;183072;0
1706;"";8;1515982,0982;5039971,0402;515981,3538;5039876,4762;1024651,4908;5702526,6126;45,5122;9,204599999999999;0;185073;0
1707;"";8;1516115,0973;5040133,0182;516114,3467;5040038,449;1024841,6194;5702757,7296;45,5137;9,206300000000001;0;183073;0
1708;"";8;1513059,9108;5041869,9497;513059,3025;5041775,324;1020492,7401;5705251,8115;45,529400000000003;9,167199999999999;0;183074;0
1709;"";8;1515771,5931;5040638,2626;515770,8585;5040543,6769;1024353,8929;5703481,4372;45,5182;9,2019;0;185996;0
1710;"";8;1515665,6394;5040442,9836;515664,9098;5040348,4043;1024202,1882;5703202,5766;45,516500000000001;9,2006;0;183075;0
1711;"";8;1515596,5133;5040567,699;515595,7869;5040473,1156;1024104,1118;5703381,1594;45,517600000000002;9,1997;0;183076;0
1712;"";8;1514153,8938;5040487,463;514153,2346;5040392,8823;1022047,793;5703271,3178;45,5169;9,181200000000001;0;183077;0
1713;"";8;1514081,8342;5040781,9932;514081,1783;5040687,4029;1021946,0353;5703692,7219;45,519599999999997;9,180300000000001;0;185997;0
1714;"";8;1515156,8419;5037036,348;515156,1361;5036941,8795;1023465,3287;5698334,4112;45,485799999999998;9,193899999999999;0;183078;0
1715;"";8;1514480,0447;5041181,4611;514479,3703;5041086,8578;1022514,9102;5704262,6874;45,523200000000003;9,1854;0;183079;0
1716;"";8;1514081,1596;5041052,7379;514080,5037;5040958,1388;1021945,9402;5704079,9008;45,521999999999998;9,180300000000001;0;183080;0
1717;"";8;1514358,1535;5041697,0584;514357,4847;5041602,4383;1022342,8532;5705000,4756;45,527799999999999;9,1839;0;185074;0
1718;"";8;1514529,0013;5036896,5139;514528,3247;5036802,05;1022570,5555;5698136,6885;45,4846;9,1859;0;186375;0
1719;"";8;1514669,9048;5035573,0388;514669,2217;5035478,6179;1022766,8551;5696244,9963;45,472700000000003;9,1877;0;185075;0
1720;"";8;1515637,5516;5040825,9722;515636,8233;5040731,3804;1024163,5184;5703750,3417;45,5199;9,200200000000001;0;185076;0
1721;"";8;1515321,0595;5041089,9356;515320,3459;5040995,3352;1023713,346;5704128,9398;45,522300000000001;9,196199999999999;0;185998;0
1722;"";8;1515532,952;5039634,1067;515532,2286;5039539,5537;1024010,2282;5702046,4819;45,5092;9,1988;0;183081;0
1723;"";8;1513787,7522;5041075,4982;513787,11;5040980,8984;1021527,8065;5704113,3821;45,522199999999998;9,176500000000001;0;185999;0
1724;"";8;1515183,2355;5041240,3357;515182,5283;5041145,7304;1023517,4182;5704344,506;45,523699999999998;9,1944;0;186000;0
1725;"";8;1515156,2633;5041032,8289;515155,5573;5040938,2304;1023478,2577;5704047,8456;45,521799999999999;9,194100000000001;0;183082;0
1726;"";8;1512537,9563;5038932,0326;512537,3724;5038837,5025;1019740,3109;5701052,3225;45,503;9,160500000000001;0;183083;0
1727;"";8;1516533,4076;5040418,8348;516532,6375;5040324,2562;1025438,8379;5703164,8606;45,516300000000001;9,2117;0;183084;0
1728;"";8;1516634,5785;5040563,6621;516633,8037;5040469,0788;1025583,5732;5703371,5729;45,517600000000002;9,212999999999999;0;186001;0
1729;"";8;1515680,0669;5041716,9057;515679,3365;5041622,2849;1024227,29;5705024,3329;45,527999999999999;9,200799999999999;0;183085;0
1730;"";8;1515608,7806;5038786,8218;515608,0537;5038692,2964;1024115,2819;5700834,8879;45,501600000000003;9,1998;0;183086;0
1731;"";8;1516566,9739;5040051,967;516566,2023;5039957,4004;1025485,2956;5702640,1552;45,512999999999998;9,2121;0;183087;0
1732;"";8;1516417,2414;5039903,4353;516416,4768;5039808,8735;1025271,3568;5702428,3434;45,511600000000001;9,2102;0;183088;0
1733;"";8;1516520,0735;5039727,2721;516519,3041;5039632,716;1025417,239;5702176,0809;45,509999999999998;9,211499999999999;0;186002;0
1734;"";8;1516486,3176;5040050,5035;516485,5497;5039955,9369;1025370,3461;5702638,3664;45,512900000000002;9,2111;0;186003;0
1735;"";8;1516506,7585;5040218,4893;516505,9897;5040123,9173;1025400,1066;5702878,4862;45,514499999999998;9,2113;0;183089;0
1737;"";8;1516482,8802;5040350,6856;516482,1125;5040256,1093;1025366,5716;5703067,603;45,515599999999999;9,211;0;183090;0
1738;"";8;1516764,8269;5040722,9321;516764,0461;5040628,3436;1025769,8131;5703598,8295;45,518999999999998;9,214600000000001;0;185077;0
1739;"";8;1516827,8979;5040485,0019;516827,1141;5040390,4212;1025858,7957;5703258,3555;45,516800000000003;9,215400000000001;0;186376;0
1740;"";8;1516736,0354;5040629,5843;516735,2559;5040534,9989;1025728,4226;5703465,4536;45,518099999999997;9,2143;0;183091;0
1741;"";8;1513899,5103;5041521,5467;513898,8629;5041426,9323;1021688,5096;5704750,9367;45,526200000000003;9,178000000000001;0;183092;0
1742;"";8;1513911,6965;5041390,6882;513911,0485;5041296,0781;1021705,4665;5704563,7487;45,525100000000002;9,178100000000001;0;186004;0
1743;"";8;1513802,4892;5041201,1443;513801,8463;5041106,5404;1021549,206;5704293,0215;45,523400000000002;9,1767;0;183093;0
